x,g,h
0.0,1.0,0.0
0.008,0.9958805030410981,0.03161289889887874
0.016,0.9915240378377205,0.0624396395857945
0.024,0.9869336727775837,0.09246329170599653
0.032,0.9821125151647492,0.12166825314673996
0.04,0.9770637100677375,0.15004023654354434
0.048,0.971790439166592,0.17756625458924924
0.056,0.9662959195992104,0.20423460419121112
0.064,0.9605834028072617,0.23003484952223907
0.07200000000000001,0.954656173382008,0.25495780401106233
0.08,0.9485175479103403,0.27899551131826134
0.088,0.9421708738213427,0.30214122534367427
0.096,0.935619528233691,0.32438938931131717
0.10400000000000001,0.9288669168041929,0.34573561397783154
0.112,0.9219164725777711,0.3661766550103892
0.12,0.9147716548391904,0.3857103895798573
0.128,0.9074359479668266,0.4043357922148431
0.136,0.899912860288769,0.4220529099620107
0.14400000000000002,0.8922059229415512,0.4388628368977854
0.152,0.8843186887317945,0.45476768803624046
0.16,0.8762547310010534,0.46977057267759487
0.168,0.8680176424941417,0.4838755672413427
0.176,0.8596110342312191,0.4970876876275873
0.184,0.8510385343839156,0.5094128611496608
0.192,0.8423037871557629,0.5208578980805866
0.2,0.833410451667205,0.5314304628553771
0.20800000000000002,0.8243622008454501,0.5411390449705596
0.216,0.8151627203194303,0.5499929296216922
0.224,0.8058157073201228,0.558002168118967
0.232,0.7963248695864926,0.565177548120303
0.24,0.7866939242773041,0.5715305637206065
0.248,0.7769265968890535,0.5770733854351291
0.256,0.7670266201802624,0.5818188301140685
0.264,0.7569977331023771,0.5857803308247657
0.272,0.7468436797375078,0.58897190673702
0.28,0.7365682082432428,0.591408133046199
0.28800000000000003,0.7261750698047653,0.5931041109679581
0.296,0.7156680175945016,0.5940754378374938
0.304,0.7050508057395175,0.59433817734536
0.312,0.694327188296888,0.5939088299409525
0.32,0.683500918237246,0.5928043034338445
0.328,0.6725757464367277,0.591041883822201
0.336,0.6615554206775165,0.5886392063765541
0.34400000000000003,0.6504436846571884,0.5856142270062531
0.352,0.6392442770070585,0.5819851939349251
0.36,0.6279609303197209,0.5777706197103077
0.368,0.6165973701859746,0.5729892535728224
0.376,0.6051573142413181,0.5676600542062681
0.384,0.5936444712221993,0.5618021628930187
0.392,0.5820625400321934,0.5554348770951111
0.4,0.5704152088182873,0.5485776244816093
0.40800000000000003,0.558706154057438,0.5412499374216349
0.41600000000000004,0.5469390396535695,0.5334714279614544
0.424,0.5351175160451739,0.5252617633030232
0.432,0.5232452193236677,0.5166406418003862
0.44,0.5113257703626624,0.5076277694893616
0.448,0.49936277395829454,0.4982428371649396
0.456,0.4873598179807619,0.4885054980198619
0.464,0.475320472537205,0.47843534585688025
0.47200000000000003,0.4632482891460717,0.46805189388622986
0.48,0.45114679992309614,0.4573745541189081
0.488,0.4390195167790191,0.44642261736540917
0.496,0.42686993062917744,0.4352152338486386
0.504,0.41470151061507626,0.4237713944388135
0.512,0.40251770333806475,0.412109912517255
0.52,0.39032193210522304,0.40024940647508606
0.528,0.3781175961875693,0.38820828285197717
0.536,0.36590807009068904,0.37600472011921615
0.544,0.3536967028378848,0.3636566531105392
0.552,0.3414868172659412,0.35118175810332664
0.56,0.3292817093335966,0.33859743855195773
0.5680000000000001,0.31708464744280446,0.32592081147432145
0.5760000000000001,0.30489887177287034,0.3131686944917047
0.584,0.29272759362753936,0.30035759352151925
0.592,0.2805739947951079,0.2875036911215868
0.6,0.26844122692163214,0.27462283548398436
0.608,0.25633241089729475,0.2617305300757439
0.616,0.24425063625599405,0.2488419239230224
0.624,0.23219896058821174,0.23597180253469535
0.632,0.22018040896721258,0.22313457946068305
0.64,0.20819797338862595,0.21034428847969971
0.648,0.1962546122234528,0.19761457641051425
0.656,0.18435324968454167,0.18495869654023206
0.664,0.1724967753065683,0.17238950266254935
0.672,0.1606880434395544,0.15991944371839464
0.68,0.14892987275595332,0.147560559030857
0.6880000000000001,0.13722504577132916,0.13532447412580656
0.6960000000000001,0.1255763083786498,0.12322239712914129
0.704,0.11398636939621282,0.11126511573114269
0.712,0.10245790012921635,0.09946299470799509
0.72,0.0909935339449876,0.08782597399011724
0.728,0.07959586586187217,0.07636356726656537
0.736,0.0682674521517889,0.06508486111440816
0.744,0.05701080995644837,0.05399851464162764
0.752,0.045828416917229935,0.043112759631780635
0.76,0.034722710818708986,0.032435401178354896
0.768,0.023696089245822213,0.02197381879647493
0.776,0.012750909254654962,0.011734967999354935
0.784,0.001889487056831462,0.001725382326658159
0.792,-0.008885902282515038,-0.008048824188294324
0.8,-0.019573025133218597,-0.01758195412571983
0.808,-0.030169689575033177,-0.02686872337440601
0.8160000000000001,-0.040673745659094866,-0.03590425742816663
0.8240000000000001,-0.051083085655930276,-0.04468408729744707
0.8320000000000001,-0.061395644290051225,-0.053204145049923726
0.84,-0.07160939896117884,-0.06146075899404166
0.848,-0.08172236995214449,-0.06945064851951652
0.856,-0.09173262062351549,-0.07717091860888803
0.864,-0.10163825759500106,-0.08461905403426175
0.872,-0.11143743091369299,-0.0917929132533993
0.88,-0.12112833420920108,-0.09869072201933209
0.888,-0.1307092048357453,-0.10531106671766562
0.896,-0.14017832400127073,-0.11165288744572113
0.904,-0.14953401688365306,-0.11771547084762325
0.912,-0.15877465273406638,-0.123498442719389
0.92,-0.16789864496758772,-0.12900176039800654
0.928,-0.17690445124111473,-0.1342257049484088
0.936,-0.1857905735186776,-0.1391708731621507
0.9440000000000001,-0.19455555812422703,-0.1438381693814892
0.9520000000000001,-0.20319799578198425,-0.14822879716244078
0.96,-0.21171652164444063,-0.15234425079025637
0.968,-0.22010981530809945,-0.15618630666060376
0.976,-0.2283766008170501,-0.15975701453958877
0.984,-0.2365156466544741,-0.16305868871557364
0.992,-0.24452576572217932,-0.16609389905557004
1.0,-0.2524058153082637,-0.16886546197878932
1.008,-0.2601546970430122,-0.17137643135973205
1.016,-0.26777135684313264,-0.17363008937298452
1.024,-0.2752547848444378,-0.17562993729167029
1.032,-0.28260401532308516,-0.17737968625127365
1.04,-0.2898181266054857,-0.17888324799031502
1.048,-0.29689624096699724,-0.18014472557911201
1.056,-0.3038375245195189,-0.18116840414760774
1.064,-0.3106411870881053,-0.18195874162298833
1.072,-0.3173064820767216,-0.18252035948754622
1.08,-0.3238327063232626,-0.18285803356697417
1.088,-0.3302191999439604,-0.18297668485899896
1.096,-0.3364653461673066,-0.1828813704119811
1.104,-0.34257057115761974,-0.1825772742628222
1.112,-0.3485343438283857,-0.18206969844323065
1.12,-0.35435617564550453,-0.18136405406310352
1.1280000000000001,-0.3600356204205775,-0.18046585247948496
1.1360000000000001,-0.36557227409436954,-0.1793806965592633
1.1440000000000001,-0.3709657745105831,-0.17811427204346633
1.1520000000000001,-0.37621580118008396,-0.17667233902071036
1.16,-0.3813220750357163,-0.17506072351705504
1.168,-0.3862843581778516,-0.17328530920920776
1.176,-0.3911024536108101,-0.17135202926771592
1.184,-0.3957762049703034,-0.16926685833647684
1.192,-0.4003054962420403,-0.1670358046545884
1.2,-0.404690251471644,-0.16466490232625614
1.208,-0.40893043446602756,-0.1621602037441662
1.216,-0.413026048486378,-0.15952777217142786
1.224,-0.41697713593289776,-0.15677367448688576
1.232,-0.4207837780214548,-0.15390397409829945
1.24,-0.42444609445229436,-0.15092472402758764
1.248,-0.4279642430709642,-0.14784196017203563
1.256,-0.43133841952160784,-0.14466169474507018
1.264,-0.4345688568927799,-0.14138990989991274
1.272,-0.43765582535594133,-0.13803255153913166
1.28,-0.4405996317967866,-0.1345955233128298
1.288,-0.44340061943956416,-0.1310846808079188
1.296,-0.4460591674645451,-0.12750582593065515
1.304,-0.44857569061879965,-0.12386470148433694
1.312,-0.45095063882043845,-0.1201669859437903
1.32,-0.4531844967564808,-0.11641828842800944
1.328,-0.45527778347450676,-0.11262414387205211
1.336,-0.45723105196825437,-0.10879000839903738
1.344,-0.45904488875732363,-0.10492125489284093
1.352,-0.4607199134611457,-0.10102316877183698
1.36,-0.4622567783673806,-0.09710094396379712
1.368,-0.4636561679949036,-0.09315967908181998
1.3760000000000001,-0.46491879865154156,-0.08920437380093746
1.3840000000000001,-0.4660454179867223,-0.08523992543482009
1.3920000000000001,-0.467036804539197,-0.08127112571178684
1.4000000000000001,-0.4678937672799986,-0.07730265774911296
1.408,-0.4686171451507973,-0.07333909322442571
1.416,-0.46920780659781547,-0.06938488974277715
1.424,-0.46966664910146316,-0.0654443883977938
1.432,-0.46999459870185606,-0.06152181152511348
1.44,-0.47019260952037645,-0.05762126064614226
1.448,-0.47026166327744,-0.053746714599992154
1.456,-0.4702027688066275,-0.049902027861291054
1.464,-0.4700169615653427,-0.04609092904139984
1.472,-0.4697053031421575,-0.04231701957041545
1.48,-0.4692688807610025,-0.03858377255719508
1.488,-0.46870880678236393,-0.034894531824493896
1.496,-0.46802621820164525,-0.03125251111617848
1.504,-0.46722227614485196,-0.027660793473348835
1.512,-0.46629816536175794,-0.02412233077608453
1.52,-0.46525509371670987,-0.020639943447415217
1.528,-0.4640942916772274,-0.017216320316010805
1.536,-0.4628170118005548,-0.013854018633985247
1.544,-0.46142452821831936,-0.010555464246115495
1.552,-0.4599181361194517,-0.007322951906689163
1.56,-0.45829915123152076,-0.00415864574011479
1.568,-0.45656890930063887,-0.0010645798413535799
1.576,-0.4547287655700861,0.001957340987835778
1.584,-0.4527800942578089,0.004905340370909697
1.592,-0.45072428803293957,0.007777769360935437
1.6,-0.4485627574914904,0.010573105321545246
1.608,-0.44629693063136705,0.013289950688667701
1.616,-0.44392825232685246,0.01592703161729226
1.624,-0.44145818380270485,0.01848319651755528
1.6320000000000001,-0.43888820210801716,0.020957414484461173
1.6400000000000001,-0.43621979958998214,0.023348773625573496
1.6480000000000001,-0.4334544833677056,0.02565647929102493
1.6560000000000001,-0.430593774806211,0.027879852210205697
1.6640000000000001,-0.4276392089907757,0.030018326539492962
1.672,-0.4245923342017383,0.0320714478253845
1.68,-0.4214547113899172,0.0340388708873928
1.688,-0.4182279136527753,0.03592035762504523
1.696,-0.41491352571146933,0.0377157747533217
1.704,-0.41151314338891576,0.039425091470839134
1.712,-0.4080283730890089,0.04104837706506908
1.72,-0.4044608312771221,0.04258579845884497
1.728,-0.400812143962022,0.04403761770238265
1.736,-0.39708394617932624,0.045404189415000566
1.744,-0.3932778814766311,0.04668595818068443
1.752,-0.3893956014004361,0.047883455901596525
1.76,-0.3854387649849896,0.04899729911358115
1.768,-0.3814090382431784,0.05002818626766479
1.776,-0.37730809365958495,0.0509768949814951
1.784,-0.3731376096858283,0.05184427926460301
1.792,-0.3688992702383122,0.05263126672131082
1.8,-0.3645947641984927,0.05333885573504423
1.808,-0.3602257849157836,0.05396811263773852
1.816,-0.35579402971321267,0.05452016886795878
1.824,-0.35130119939593923,0.05499621812128138
1.832,-0.3467489977627458,0.055397513496408576
1.84,-0.34213913112061,0.055725364640410814
1.848,-0.33747330780246626,0.05598113489641163
1.856,-0.33275323768825993,0.0561662384569489
1.864,-0.3279806317293994,0.05628213752616279
1.872,-0.3231572014767067,0.05633033949387572
1.8800000000000001,-0.31828465861196736,0.05631239412454355
1.8880000000000001,-0.3133647144831773,0.056229890763969226
1.8960000000000001,-0.30839907964358326,0.05608445556658094
1.9040000000000001,-0.30338946339461154,0.055877748745986944
1.9120000000000001,-0.298337573332778,0.05561146185142776
1.92,-0.29324511490067023,0.05528731507265464
1.928,-0.2881137909420903,0.05490705457567017
1.936,-0.2829453012614474,0.054472449871673836
1.944,-0.2777413421874842,0.05398529122146117
1.952,-0.27250360614142033,0.05344738707743104
1.96,-0.26723378120959673,0.05286056156526113
1.968,-0.2619335507206984,0.05222665200721698
1.976,-0.25660459282763576,0.05154750648896538
1.984,-0.2512485800941594,0.05082498147166828
1.992,-0.24586717908628233,0.050060939451038955
2.0,-0.2404620499685837,0.04925724666494831
2.008,-0.23503484610546233,0.048415770851075214
2.016,-0.22958721366741078,0.04753837905600191
2.024,-0.2241207912423745,0.046626935497062504
2.032,-0.21863720945226287,0.04568329947816129
2.04,-0.21313809057467298,0.04470932336068595
2.048,-0.20762504816988908,0.04370685059055049
2.056,-0.20209968671321502,0.04267771378231402
2.064,-0.1965636012326977,0.041623732861232235
2.072,-0.19101837695229684,0.040546713264012275
2.08,-0.18546558894055348,0.03944844419895486
2.088,-0.17990680176480928,0.03833069696608316
2.096,-0.17434356915102633,0.037195223337774634
2.104,-0.1687774336492539,0.03604375400032944
2.112,-0.1632099263047889,0.03487799705682904
2.12,-0.1576425663350731,0.03369963659155903
2.128,-0.15207686081236926,0.032510331296193
2.136,-0.1465143043522558,0.03131171315785807
2.144,-0.14095637880797826,0.03010538620912868
2.152,-0.1354045529706937,0.02889292533992238
2.16,-0.12986028227564217,0.027675875171200872
2.168,-0.12432500851427757,0.02645574899031031
2.176,-0.11880015955238854,0.02523402774772765
2.184,-0.11328714905423821,0.02401215911491469
2.192,-0.10778737621274886,0.022791556602917838
2.2,-0.10230222548575743,0.02157359874129023
2.208,-0.09683306633836399,0.020359628316853163
2.216,-0.0913812529913952,0.019150951671756244
2.224,-0.08594812417600166,0.017948838060240148
2.232,-0.08053500289440695,0.016754519063452034
2.24,-0.07514319618682415,0.015569188061612367
2.248,-0.06977399490455395,0.01439399976278214
2.2560000000000002,-0.06442867348927635,0.013230069787432054
2.2640000000000002,-0.059108489758546406,0.012078474307969772
2.2720000000000002,-0.053814684697502994,0.010940249742337949
2.2800000000000002,-0.048548482256797136,0.0098163925007543
2.2880000000000003,-0.04331108915674536,0.00870785878462585
2.2960000000000003,-0.038103694697711306,0.0076155644366320205
2.3040000000000003,-0.03292747057671755,0.006540384840936219
2.312,-0.027783570710287853,0.005483154872452329
2.32,-0.022673131063516396,0.0044446688940610116
2.328,-0.017597269485365177,0.0034256808006427886
2.336,-0.012557085550178667,0.002426904108765764
2.344,-0.007553660405413471,0.001449012090842587
2.352,-0.0025880566255730595,0.0004926379525470528
2.36,0.0023386819276621238,-0.000441624947740306
2.368,0.007225530239120545,-0.0013532228387074963
2.376,0.012071482267654582,-0.002241641236374584
2.384,0.016875551067499245,-0.003106404606128341
2.392,0.021636768903490776,-0.003947075987824567
2.4,0.026354187360162883,-0.00476325658526659
2.408,0.03102687744473979,-0.005554585321378395
2.416,0.03565392968404688,-0.006320738360399339
2.424,0.04023445421536108,-0.007061428598433753
2.432,0.04476758087122469,-0.007776405123693937
2.44,0.049252459258247866,-0.008465452647777922
2.448,0.053688258829926144,-0.009128390909325402
2.456,0.05807416895350111,-0.009765074051394812
2.464,0.06240939897089343,-0.010375389973903477
2.472,0.06669317825373922,-0.010959259662469188
2.48,0.07092475625256134,-0.011516636494987638
2.488,0.0751034025401098,-0.012047505527273593
2.496,0.07922840684890503,-0.012551882759086938
2.504,0.08329907910302096,-0.013029814381855446
2.512,0.08731474944414452,-0.013481376009396761
2.52,0.09127476825195048,-0.013906671892930145
2.528,0.09517850615883133,-0.014305834121656771
2.536,0.09902535405902298,-0.014679021810172926
2.544,0.10281472311216892,-0.0150264202739665
2.552,0.10654604474136549,-0.015348240194230369
2.56,0.11021877062573371,-0.015644716773210287
2.568,0.1138323726875622,-0.015916108881285987
2.576,0.11738634307406903,-0.01616269819696622
2.584,0.1208801941338293,-0.01638478834095783
2.592,0.12431345838791821,-0.01658270400544902
2.6,0.12768568849581888,-0.01675679007972472
2.608,0.13099645721614636,-0.016907410773210455
2.616,0.13424535736223936,-0.01703494873701729
2.624,0.13743200175267306,-0.01713980418503752
2.632,0.14055602315674642,-0.017222394015615598
2.64,0.1436170742349992,-0.01728315093479463
2.648,0.14661482747481405,-0.017322522582112462
2.656,0.1495489751211607,-0.017340970659896062
2.664,0.15241922910253927,-0.017338970066975646
2.672,0.1552253209521814,-0.017317008037713882
2.68,0.15796700172456793,-0.017275583287217094
2.688,0.16064404190732356,-0.0172152051635689
2.696,0.16325623132854888,-0.01713639280789747
2.704,0.1658033790596511,-0.017039674323060465
2.712,0.16828531331373592,-0.016925585951702043
2.72,0.17070188133962355,-0.01679467126440878
2.728,0.17305294931155213,-0.016647480358661287
2.736,0.17533840221463284,-0.016484569069250464
2.744,0.17755814372612208,-0.016306498190797176
2.7520000000000002,0.17971209609257516,-0.016113832712985984
2.7600000000000002,0.18180020000294886,-0.015907141069093505
2.7680000000000002,0.18382241445771874,-0.015686994398363758
2.7760000000000002,0.18577871663407833,-0.015453965822752934
2.7840000000000003,0.18766910174728857,-0.01520862973853779
2.7920000000000003,0.18949358290824514,-0.014951561123252341
2.8000000000000003,0.19125219097733248,-0.014683334858389484
2.8080000000000003,0.19294497441463435,-0.014404525068274884
2.816,0.19457199912656925,-0.01411570447549299
2.824,0.19613334830902246,-0.013817443773216012
2.832,0.19762912228704296,-0.013510311014759793
2.84,0.19905943835117837,-0.01319487102066212
2.848,0.20042443059051707,-0.012871684803552445
2.856,0.20172424972251024,-0.012541309011054592
2.864,0.20295906291964497,-0.01220429538693776
2.872,0.2041290536330406,-0.011861190250704997
2.88,0.2052344214130406,-0.01151253399578234
2.888,0.20627538172687288,-0.011158860606446608
2.896,0.20725216577345043,-0.010800697193604951
2.904,0.20816502029538642,-0.010438563549514878
2.912,0.20901420738829565,-0.010072971721509337
2.92,0.2098000043074568,-0.00970442560476811
2.928,0.21052270327190778,-0.00933342055415379
2.936,0.2111826112660487,-0.008960443015108198
2.944,0.2117800498388255,-0.00858597017358315
2.952,0.2123153549005678,-0.00821046962495814
2.96,0.21278887651755524,-0.007834399061876765
2.968,0.21320097870438565,-0.00745820598091349
2.976,0.21355203921421884,-0.00708232740796272
2.984,0.21384244932697005,-0.006707189642223017
2.992,0.21407261363552632,-0.006333208018630967
3.0,0.21424294983005993,-0.005960786688581405
3.008,0.21435388848051223,-0.005590318418753254
3.016,0.2144058728173212,-0.005222184407843873
3.024,0.21439935851046682,-0.004856754120998637
3.032,0.21433481344690636,-0.004494385141707272
3.04,0.21421271750647417,-0.004135423040923572
3.048,0.21403356233631757,-0.0037802012631511
3.056,0.21379785112394242,-0.003429041029224013
3.064,0.21350609836894063,-0.0030822512554992882
3.072,0.21315882965347208,-0.002740128489164407
3.08,0.21275658141157305,-0.0024029568593529707
3.088,0.21229990069736263,-0.0020710080437498037
3.096,0.21178934495221954,-0.0017445412503567623
3.104,0.2112254817709996,-0.00142380321408076
3.112,0.2106088886673656,-0.001109028207796432
3.12,0.2099401528383,-0.0008004380675274411
3.128,0.2092198709278704,-0.0004982422313825446
3.136,0.2084486487903184,-0.0002026377918753032
3.144,0.20762710125254102,8.619043875033084e-05
3.152,0.20675585187603357,0.0003680698505723468
3.16,0.20583553271836363,0.0006428399458102083
3.168,0.20486678409424344,0.0009103522368057486
3.176,0.2038502543362697,0.001170470132563895
3.184,0.20278659955539705,0.0014230688142554504
3.192,0.2016764834012136,0.001668035100087358
3.2,0.20052057682208377,0.001905267299948532
3.208,0.19931955782522529,0.0021346750602414485
3.216,0.19807411123678548,0.0023561791993112952
3.224,0.19678492846198217,0.0025697115338855748
3.232,0.19545270724537336,0.002775214696937627
3.24,0.19407815143131962,0.002972641947387614
3.248,0.1926619707247028,0.0031619569720541434
3.2560000000000002,0.19120488045196365,0.003343133680268862
3.2640000000000002,0.18970760132252054,0.003516155991565012
3.2720000000000002,0.18817085919063084,0.003681017616849187
3.2800000000000002,0.18659538481775645,0.0038377218334633653
3.2880000000000003,0.18498191363549266,0.003986281254541689
3.2960000000000003,0.1833311855091217,0.004126717593063447
3.3040000000000003,0.18164394450184837,0.004259061421000282
3.3120000000000003,0.1799209386397777,0.004383351923951934
3.3200000000000003,0.17816291967769132,0.004499636651660644
3.3280000000000003,0.17637064286567997,0.004607971264789863
3.336,0.17454486671668903,0.00470841927834803
3.344,0.1726863527750314,0.004801051802133112
3.352,0.17079586538592498,0.004885947278568059
3.36,0.16887417146610673,0.004963191218291556
3.368,0.16692204027557805,0.005032875933862502
3.376,0.1649402431905342,0.005095100271930121
3.384,0.16292955347752985,0.005149969344215325
3.392,0.16089074606893178,0.005197594257641797
3.4,0.15882459733970947,0.005238091843948523
3.408,0.1567318848856137,0.005271584389107985
3.416,0.1546133873027918,0.005298199362866952
3.424,0.15246988396888775,0.0053180691487189945
3.432,0.15030215482567488,0.005331330774610174
3.44,0.1481109801632681,0.005338125644671179
3.448,0.1458971404059604,0.005338599272261268
3.456,0.1436614158997304,0.005332901014600825
3.464,0.14140458670146341,0.005321183809261254
3.472,0.139127432369931,0.005303603912772075
3.48,0.13683073175857055,0.005280320641596832
3.488,0.1345152628101073,0.0052514961157203695
3.496,0.13218180235305937,0.005217295005081635
3.504,0.12983112590016635,0.005177884279076957
3.512,0.1274640074487802,0.005133432959350205
3.52,0.12508121928325747,0.005084111876077046
3.528,0.12268353177938991,0.005030093427941787
3.536,0.12027171321091056,0.004971551345996093
3.544,0.117846529558111,0.004908660461580176
3.552,0.11540874431860501,0.004841596478477779
3.56,0.11295911832027256,0.004770535749467636
3.568,0.11049840953641743,0.004695655057424835
3.576,0.1080273729031712,0.004617131401116983
3.584,0.10554676013917494,0.004535141785830833
3.592,0.1030573195675692,0.0044498630189566055
3.6,0.10055979594032237,0.0043614715106481865
3.608,0.09805493026492627,0.004270143079669001
3.616,0.09554345963348704,0.004176052764524488
3.624,0.09302611705423859,0.004079374639973926
3.632,0.09050363128550483,0.003980281639005608
3.64,0.08797672667213637,0.0038789453803514265
3.648,0.08544612298444605,0.0037755360016083635
3.656,0.08291253525966717,0.0036702219980266747
3.664,0.08037667364595726,0.00356317006701627
3.672,0.07783924324896924,0.0034545449584152473
3.68,0.07530094398101127,0.0033445093305566184
3.688,0.0727624704128154,0.003233223612161916
3.696,0.07022451162793439,0.003120845870082791
3.704,0.06768775107978522,0.0030075316829046178
3.712,0.06515286645135711,0.0028934340204188774
3.72,0.06262052951760035,0.0027787031289643197
3.728,0.06009140601051242,0.002663486422629947
3.736,0.05756615548693622,0.002547928380306456
3.744,0.055045431199084324,0.00243217044856616
3.7520000000000002,0.052529879967803186,0.002316350950345326
3.7600000000000002,0.05002014205858939,0.002200604999396635
3.7680000000000002,0.047516851060369604,0.002085064420473719
3.7760000000000002,0.045020633767055424,0.001969857675203879
3.7840000000000003,0.04253211006188251,0.001855109793599704
3.7920000000000003,0.0400518928045438,0.0017409423111548392
3.8000000000000003,0.0375805877211245,0.0016274732114641254
3.8080000000000003,0.03511879329684688,0.0015148168743032676
3.8160000000000003,0.032667100671631165,0.0014030840290985265
3.8240000000000003,0.030226093538478535,0.0012923817137122672
3.8320000000000003,0.027796348044681275,0.001182813238465896
3.84,0.02537843269586443,0.001074478155317478
3.848,0.022972908262861552,0.0009674722321073598
3.856,0.020580327691429263,0.000861887431781396
3.864,0.018201236014799758,0.0007578118964976065
3.872,0.015836170269074305,0.0006553299365188936
3.88,0.013485659411457325,0.0005545220237910949
3.888,0.011150224241330569,0.00045546479010267766
3.896,0.008830377324166224,0.00035823102971955405
3.904,0.006526622918276957,0.00026288970638585084
3.912,0.00423945690440005,0.0001695059645790176
3.92,0.0019693667181122213,7.814114490539648e-05
3.928,-0.0002831687149291875,-1.1147196479699682e-05
3.936,-0.0025176790409236057,-9.830526454524876e-05
3.944,-0.004733702537048908,-0.00018328299827068513
3.952,-0.006930786167773799,-0.0002660340398660653
3.96,-0.00910848563836803,-0.0003465157004486897
3.968,-0.011266365445618286,-0.00042468892229982104
3.976,-0.013403998925758262,-0.0005005182378261584
3.984,-0.015520968299622153,-0.000573971725351565
3.992,-0.01761686471503142,-0.0006450209618652327
4.0,-0.019691288286425437,-0.0007136409728529945
